transaction_id,user_id,timestamp,amount,merchant,category,device,ip_address,is_fraud
TXN0000044,U00341,2025-12-14 10:19:43.121256,197.03,Flipkart,electronics,tablet,192.168.55.195,0
TXN0000045,U00482,2025-12-05 05:48:07.121256,28.96,BigMart,fashion,desktop,192.168.116.114,1
TXN0000046,U00198,2025-12-13 18:53:40.121256,96.9,Flipkart,grocery,desktop,192.168.179.204,0
TXN0000047,U00550,2025-12-10 12:27:56.121256,29.88,Walmart,fashion,mobile,192.168.135.19,0
TXN0000048,U00445,2025-12-11 05:24:09.121256,68.73,BigMart,entertainment,tablet,192.168.59.197,0
TXN0000049,U00195,2025-12-06 19:25:16.121256,63.3,ElectroShop,utilities,mobile,192.168.100.186,0
TXN0000050,U00681,2025-12-10 11:21:32.121256,26.35,ElectroShop,grocery,tablet,192.168.153.158,0
TXN0000051,U00335,2025-12-13 23:28:42.121256,289.42,LocalStore,electronics,mobile,192.168.215.194,0
TXN0000052,U00179,2025-12-24 07:46:29.121256,129.38,BigMart,entertainment,mobile,192.168.155.146,0
TXN0000053,U00594,2025-12-23 21:27:36.121256,234.41,BigMart,utilities,desktop,192.168.109.242,0
TXN0000054,U00754,2025-12-02 16:21:10.121256,180.17,Flipkart,entertainment,tablet,192.168.171.47,0
TXN0000055,U00770,2025-12-05 20:17:23.121256,82.88,Amazon,electronics,mobile,192.168.12.23,0
TXN0000056,U00487,2025-12-24 02:50:01.121256,203.95,BigMart,utilities,tablet,192.168.99.196,0
TXN0000057,U00250,2025-12-01 14:34:52.121256,7.41,Walmart,utilities,mobile,192.168.90.237,0
TXN0000058,U00256,2025-11-30 08:02:27.121256,37.45,Amazon,utilities,tablet,192.168.162.226,0
TXN0000059,U00737,2025-12-18 22:45:26.121256,23.7,LocalStore,utilities,mobile,192.168.243.230,0
TXN0000060,U00254,2025-12-07 21:44:21.121256,51.48,ElectroShop,electronics,desktop,192.168.225.39,0
TXN0000061,U00241,2025-12-07 15:13:08.121256,49.37,Flipkart,entertainment,mobile,192.168.70.77,0
TXN0000062,U00711,2025-12-01 20:40:44.121256,30.32,Walmart,utilities,desktop,192.168.169.238,0
TXN0000063,U00212,2025-12-14 20:09:02.121256,161.16,LocalStore,grocery,tablet,192.168.194.244,1
TXN0000064,U00361,2025-12-08 22:33:25.121256,55.3,BigMart,entertainment,tablet,192.168.112.249,0
TXN0000065,U00447,2025-12-18 00:27:43.121256,26.38,BigMart,fashion,tablet,192.168.207.84,0
TXN0000066,U00131,2025-12-20 08:56:49.121256,62.59,BigMart,entertainment,tablet,192.168.13.42,0
TXN0000067,U00139,2025-12-16 20:33:56.121256,17.15,Walmart,fashion,desktop,192.168.167.108,0
TXN0000068,U00346,2025-12-12 20:21:43.121256,139.64,BigMart,fashion,mobile,192.168.240.9,0
TXN0000069,U00054,2025-12-11 10:22:53.121256,11.2,ElectroShop,grocery,tablet,192.168.20.15,0
TXN0000070,U00205,2025-11-25 10:23:32.121256,351.73,Amazon,electronics,desktop,192.168.58.111,0
TXN0000071,U00263,2025-12-12 08:26:31.121256,123.36,LocalStore,entertainment,tablet,192.168.58.83,0
TXN0000072,U00111,2025-12-22 12:51:52.121256,17.72,Flipkart,entertainment,tablet,192.168.192.203,0
TXN0000073,U00204,2025-11-28 03:11:25.121256,5.44,Walmart,fashion,tablet,192.168.61.21,0
TXN0000074,U00439,2025-12-12 10:23:39.121256,135.19,LocalStore,fashion,mobile,192.168.215.250,0
TXN0000075,U00371,2025-12-16 18:16:59.121256,103.17,BigMart,electronics,tablet,192.168.138.247,0
TXN0000076,U00749,2025-12-23 04:55:51.121256,114.45,Flipkart,electronics,mobile,192.168.142.230,0
TXN0000077,U00476,2025-12-22 02:34:15.121256,138.02,Flipkart,grocery,desktop,192.168.166.93,0
TXN0000078,U00364,2025-12-06 23:39:01.121256,16.15,Flipkart,entertainment,tablet,192.168.141.5,0
TXN0000079,U00196,2025-11-28 14:23:39.121256,40.51,ElectroShop,utilities,desktop,192.168.123.243,0
TXN0000080,U00503,2025-12-16 04:48:33.121256,9.85,Walmart,fashion,mobile,192.168.207.124,0
TXN0000081,U00596,2025-12-12 08:35:16.121256,179.08,LocalStore,entertainment,desktop,192.168.217.169,0
TXN0000082,U00465,2025-12-07 14:17:18.121256,88.1,Flipkart,electronics,mobile,192.168.98.161,0
TXN0000083,U00549,2025-12-03 10:21:47.121256,37.15,Amazon,utilities,desktop,192.168.144.51,0
TXN0000084,U00304,2025-12-05 11:41:06.121256,15.25,Amazon,fashion,mobile,192.168.64.140,1
TXN0000085,U00056,2025-12-21 07:21:28.121256,39.8,ElectroShop,electronics,tablet,192.168.251.52,0
TXN0000086,U00588,2025-12-08 05:55:38.121256,51.47,BigMart,utilities,desktop,192.168.94.26,0
TXN0000087,U00490,2025-11-29 23:34:09.121256,104.63,BigMart,utilities,mobile,192.168.27.77,0
TXN0000088,U00577,2025-12-09 04:38:31.121256,81.19,Amazon,grocery,tablet,192.168.213.115,0
TXN0000089,U00390,2025-12-16 07:32:07.121256,194.58,Flipkart,entertainment,desktop,192.168.156.30,0
TXN0000090,U00758,2025-11-29 06:15:48.121256,56.13,ElectroShop,electronics,desktop,192.168.41.80,0
TXN0000091,U00566,2025-11-28 02:06:17.121256,15.19,Walmart,utilities,desktop,192.168.240.149,1
TXN0000092,U00296,2025-12-08 04:02:19.121256,119.93,Walmart,electronics,desktop,192.168.101.217,0
TXN0000093,U00231,2025-12-01 16:13:59.121256,124.43,Amazon,grocery,mobile,192.168.84.157,0
TXN0000094,U00583,2025-12-08 10:54:13.121256,85.91,Walmart,utilities,tablet,192.168.155.206,0
TXN0000095,U00513,2025-12-20 15:46:19.121256,137.91,BigMart,grocery,tablet,192.168.20.221,0
TXN0000096,U00619,2025-12-06 14:20:52.121256,54.47,Walmart,electronics,tablet,192.168.10.137,0
TXN0000097,U00782,2025-12-02 22:45:36.121256,79.17,LocalStore,utilities,desktop,192.168.92.223,0
TXN0000098,U00504,2025-11-28 20:57:11.121256,64.63,Flipkart,utilities,desktop,192.168.164.53,0
TXN0000099,U00338,2025-12-14 10:14:57.121256,22.06,Flipkart,utilities,tablet,192.168.18.232,0
TXN0000100,U00259,2025-12-10 03:17:21.121256,9.13,BigMart,entertainment,mobile,192.168.236.211,1
TXN0000101,U00531,2025-12-12 00:09:05.121256,22.55,ElectroShop,utilities,mobile,192.168.104.136,0
TXN0000102,U00295,2025-12-15 17:05:25.121256,100.94,Walmart,grocery,tablet,192.168.122.81,0
TXN0000103,U00015,2025-12-21 06:04:03.121256,50.19,Walmart,electronics,mobile,192.168.236.60,0
TXN0000104,U00158,2025-12-18 15:17:51.121256,66.83,LocalStore,fashion,desktop,192.168.247.241,0
TXN0000105,U00565,2025-12-01 11:10:05.121256,210.5,Amazon,entertainment,tablet,192.168.69.35,0
TXN0000106,U00425,2025-12-10 22:37:53.121256,32.94,Walmart,fashion,tablet,192.168.152.250,0
TXN0000107,U00458,2025-12-20 14:08:23.121256,62.26,Flipkart,fashion,tablet,192.168.193.233,0
TXN0000108,U00194,2025-12-06 00:52:36.121256,132.7,Amazon,utilities,mobile,192.168.162.242,0
TXN0000109,U00391,2025-12-13 04:27:44.121256,25.78,BigMart,grocery,mobile,192.168.169.51,0
TXN0000110,U00451,2025-11-29 06:49:14.121256,26.41,Walmart,electronics,desktop,192.168.79.38,0
TXN0000111,U00272,2025-12-10 21:06:01.121256,47.37,ElectroShop,grocery,desktop,192.168.194.162,0
TXN0000112,U00778,2025-12-18 03:08:53.121256,14.06,LocalStore,grocery,mobile,192.168.147.116,0
TXN0000113,U00445,2025-11-29 05:20:33.121256,212.4,BigMart,electronics,tablet,192.168.153.14,1
TXN0000114,U00058,2025-12-08 16:26:46.121256,142.07,Flipkart,utilities,mobile,192.168.125.210,0
TXN0000115,U00185,2025-12-02 16:41:36.121256,85.28,Walmart,entertainment,desktop,192.168.123.254,0
TXN0000116,U00147,2025-12-05 17:10:01.121256,184.12,ElectroShop,fashion,desktop,192.168.130.4,0
TXN0000117,U00477,2025-12-08 09:45:47.121256,135.24,Walmart,utilities,desktop,192.168.153.217,0
TXN0000118,U00468,2025-12-09 02:38:43.121256,21.52,BigMart,utilities,mobile,192.168.121.195,0
TXN0000119,U00589,2025-12-08 19:21:51.121256,188.47,Walmart,utilities,desktop,192.168.4.25,0
TXN0000120,U00764,2025-12-18 13:22:38.121256,72.01,Amazon,entertainment,desktop,192.168.112.97,0
TXN0000121,U00695,2025-12-01 02:00:26.121256,131.79,ElectroShop,grocery,desktop,192.168.225.17,0
TXN0000122,U00750,2025-11-30 19:45:14.121256,181.14,Flipkart,fashion,tablet,192.168.212.89,0
TXN0000123,U00553,2025-12-12 04:54:10.121256,40.62,Amazon,fashion,desktop,192.168.151.173,0
TXN0000124,U00480,2025-11-28 02:22:41.121256,14.33,Amazon,utilities,tablet,192.168.187.46,0
TXN0000125,U00015,2025-12-07 06:45:52.121256,20.69,BigMart,fashion,tablet,192.168.134.195,0
TXN0000126,U00381,2025-11-29 16:52:49.121256,49.56,BigMart,grocery,tablet,192.168.167.113,0
TXN0000127,U00651,2025-12-16 23:33:32.121256,146.31,ElectroShop,utilities,mobile,192.168.71.23,0
TXN0000128,U00312,2025-12-18 08:35:50.121256,157.71,Walmart,electronics,tablet,192.168.69.198,0
TXN0000129,U00687,2025-12-20 16:01:04.121256,20.56,LocalStore,electronics,desktop,192.168.50.250,0
TXN0000130,U00287,2025-11-26 00:45:55.121256,67.19,Amazon,utilities,desktop,192.168.120.185,1
TXN0000131,U00703,2025-12-12 06:37:27.121256,53.22,Walmart,utilities,desktop,192.168.97.62,0
TXN0000132,U00466,2025-11-28 21:27:19.121256,25.09,ElectroShop,entertainment,mobile,192.168.25.170,0
TXN0000133,U00129,2025-12-21 20:25:44.121256,15.21,Walmart,entertainment,mobile,192.168.110.119,0
TXN0000134,U00152,2025-12-23 09:01:01.121256,32.95,Flipkart,electronics,mobile,192.168.128.89,0
TXN0000135,U00027,2025-11-30 20:12:35.121256,229.05,Flipkart,electronics,tablet,192.168.165.8,0
TXN0000136,U00054,2025-11-30 14:19:56.121256,51.23,LocalStore,grocery,tablet,192.168.32.243,0
TXN0000137,U00371,2025-12-19 08:36:49.121256,58.52,BigMart,entertainment,mobile,192.168.22.154,0
TXN0000138,U00032,2025-11-27 09:30:53.121256,117.13,BigMart,utilities,tablet,192.168.55.251,0
TXN0000139,U00455,2025-11-28 00:16:15.121256,36.16,Flipkart,entertainment,mobile,192.168.33.64,0
TXN0000140,U00649,2025-12-22 20:38:50.121256,295.42,BigMart,entertainment,tablet,192.168.150.232,0
TXN0000141,U00441,2025-11-29 06:11:57.121256,262.56,ElectroShop,entertainment,tablet,192.168.110.220,0
TXN0000142,U00234,2025-12-14 12:46:32.121256,33.2,BigMart,utilities,desktop,192.168.48.160,0
TXN0000143,U00682,2025-12-06 19:36:58.121256,65.01,Amazon,utilities,mobile,192.168.46.43,0
TXN0000144,U00099,2025-12-12 12:48:47.121256,33.63,LocalStore,grocery,tablet,192.168.168.62,0
TXN0000145,U00682,2025-12-14 23:24:18.121256,26.82,Flipkart,entertainment,desktop,192.168.180.53,0
TXN0000146,U00218,2025-12-01 22:55:18.121256,23.01,Amazon,grocery,desktop,192.168.188.58,0
TXN0000147,U00588,2025-12-05 10:08:32.121256,95.24,LocalStore,entertainment,tablet,192.168.13.136,1
TXN0000148,U00280,2025-12-09 10:38:28.121256,65.88,Flipkart,grocery,mobile,192.168.73.205,0
TXN0000149,U00759,2025-11-25 22:21:58.121256,4.23,ElectroShop,entertainment,mobile,192.168.192.214,0
TXN0000150,U00162,2025-12-12 09:47:28.121256,36.13,ElectroShop,fashion,tablet,192.168.43.26,0
TXN0000151,U00773,2025-12-24 10:28:54.121256,191.11,ElectroShop,grocery,desktop,192.168.226.217,0
TXN0000152,U00453,2025-12-14 13:12:25.121256,31.91,Amazon,entertainment,mobile,192.168.176.220,0
TXN0000153,U00695,2025-12-23 05:41:58.121256,32.52,LocalStore,fashion,mobile,192.168.112.202,0
TXN0000154,U00057,2025-11-24 19:36:14.121256,58.78,Flipkart,electronics,mobile,192.168.130.148,0
TXN0000155,U00008,2025-12-18 14:08:38.121256,359.52,Amazon,electronics,desktop,192.168.117.181,0
TXN0000156,U00760,2025-11-26 11:56:01.121256,42.17,Walmart,utilities,mobile,192.168.160.219,0
TXN0000157,U00727,2025-12-14 17:17:48.121256,99.21,Walmart,utilities,mobile,192.168.166.87,0
TXN0000158,U00633,2025-12-16 18:41:59.121256,124.71,Walmart,utilities,mobile,192.168.124.223,0
TXN0000159,U00537,2025-11-28 06:16:42.121256,41.71,Flipkart,fashion,mobile,192.168.170.86,0
TXN0000160,U00649,2025-11-29 23:29:55.121256,109.22,Flipkart,fashion,tablet,192.168.75.120,0
TXN0000161,U00263,2025-12-04 00:29:10.121256,41.68,LocalStore,electronics,tablet,192.168.38.90,0
TXN0000162,U00644,2025-12-18 10:20:10.121256,100.04,LocalStore,entertainment,desktop,192.168.165.161,0
TXN0000163,U00070,2025-12-17 04:58:50.121256,100.31,ElectroShop,fashion,desktop,192.168.28.180,0
TXN0000164,U00318,2025-12-16 20:37:01.121256,81.39,Walmart,grocery,desktop,192.168.146.39,0
TXN0000165,U00093,2025-12-24 07:11:05.121256,27.57,BigMart,entertainment,tablet,192.168.21.230,0
TXN0000166,U00586,2025-12-03 13:57:46.121256,154.29,LocalStore,utilities,tablet,192.168.77.31,0
TXN0000167,U00352,2025-11-28 12:53:55.121256,35.94,Walmart,electronics,tablet,192.168.224.224,0
TXN0000168,U00625,2025-12-02 03:36:02.121256,26.51,Flipkart,fashion,desktop,192.168.209.173,0
TXN0000169,U00054,2025-12-10 16:32:34.121256,3.33,Flipkart,grocery,tablet,192.168.197.145,0
TXN0000170,U00673,2025-12-23 16:50:43.121256,76.5,Flipkart,grocery,tablet,192.168.72.179,0
TXN0000171,U00672,2025-12-13 11:18:43.121256,95.55,LocalStore,grocery,desktop,192.168.192.168,0
TXN0000172,U00687,2025-12-19 23:56:26.121256,1.34,ElectroShop,utilities,tablet,192.168.185.9,0
TXN0000173,U00185,2025-12-04 20:12:02.121256,67.41,BigMart,electronics,mobile,192.168.70.79,0
TXN0000174,U00104,2025-12-19 02:08:57.121256,20.55,ElectroShop,fashion,tablet,192.168.67.192,0
TXN0000175,U00186,2025-12-02 11:30:54.121256,102.89,Walmart,utilities,desktop,192.168.121.227,0
TXN0000176,U00771,2025-12-16 05:41:13.121256,20.33,LocalStore,electronics,desktop,192.168.240.99,0
TXN0000177,U00585,2025-12-15 19:58:52.121256,113.94,Flipkart,utilities,tablet,192.168.214.82,0
TXN0000178,U00620,2025-12-01 03:53:38.121256,49.12,Walmart,utilities,desktop,192.168.52.63,0
TXN0000179,U00782,2025-12-02 05:25:31.121256,230.83,BigMart,entertainment,mobile,192.168.223.46,0
TXN0000180,U00228,2025-12-16 08:15:00.121256,21.84,Walmart,utilities,mobile,192.168.202.191,0
TXN0000181,U00084,2025-12-12 15:27:10.121256,38.37,Walmart,fashion,mobile,192.168.171.74,0
TXN0000182,U00294,2025-12-17 09:05:52.121256,14.64,ElectroShop,utilities,desktop,192.168.2.40,1
TXN0000183,U00221,2025-12-01 16:51:03.121256,226.9,Walmart,fashion,mobile,192.168.154.62,1
TXN0000184,U00430,2025-12-16 15:13:26.121256,167.87,Walmart,utilities,tablet,192.168.8.123,0
TXN0000185,U00299,2025-12-15 06:44:51.121256,23.87,LocalStore,fashion,mobile,192.168.213.95,0
TXN0000186,U00088,2025-12-19 20:33:06.121256,96.3,Walmart,entertainment,tablet,192.168.10.199,0
TXN0000187,U00045,2025-12-13 05:23:50.121256,145.96,Flipkart,grocery,desktop,192.168.34.176,0
TXN0000188,U00673,2025-11-29 11:25:30.121256,74.81,Amazon,grocery,desktop,192.168.173.89,0
TXN0000189,U00702,2025-12-16 23:58:22.121256,80.34,ElectroShop,electronics,mobile,192.168.32.234,1
TXN0000190,U00207,2025-11-26 13:41:09.121256,27.15,Walmart,fashion,desktop,192.168.203.242,0
TXN0000191,U00772,2025-12-03 17:17:58.121256,17.82,Flipkart,grocery,tablet,192.168.169.139,0
TXN0000192,U00377,2025-12-15 15:43:59.121256,202.01,ElectroShop,utilities,desktop,192.168.173.95,0
TXN0000193,U00510,2025-12-12 06:38:17.121256,194.54,Walmart,utilities,mobile,192.168.220.92,0
TXN0000194,U00329,2025-11-29 10:10:59.121256,80.21,Flipkart,fashion,desktop,192.168.228.218,0
TXN0000195,U00455,2025-12-11 12:13:47.121256,53.12,Walmart,fashion,tablet,192.168.222.140,0
TXN0000196,U00059,2025-11-28 02:04:38.121256,54.37,Flipkart,entertainment,tablet,192.168.81.15,0
TXN0000197,U00623,2025-12-15 17:09:23.121256,103.56,Amazon,grocery,mobile,192.168.187.185,0
TXN0000198,U00581,2025-11-26 00:22:46.121256,186.93,ElectroShop,utilities,desktop,192.168.190.227,0
TXN0000199,U00588,2025-12-01 03:04:28.121256,184.49,BigMart,fashion,tablet,192.168.142.127,0
TXN0000200,U00027,2025-12-03 11:24:35.121256,141.08,LocalStore,utilities,tablet,192.168.60.134,0
TXN0000201,U00721,2025-12-16 02:35:38.121256,87.18,LocalStore,fashion,tablet,192.168.251.102,0
TXN0000202,U00076,2025-12-16 09:18:57.121256,12.03,ElectroShop,utilities,mobile,192.168.163.177,0
TXN0000203,U00564,2025-12-20 18:19:24.121256,24.1,Flipkart,electronics,tablet,192.168.89.185,0
TXN0000204,U00125,2025-12-04 04:48:25.121256,188.06,Amazon,utilities,mobile,192.168.184.188,0
TXN0000205,U00565,2025-11-30 17:50:32.121256,74.6,Walmart,fashion,desktop,192.168.245.210,0
TXN0000206,U00589,2025-11-28 00:34:25.121256,5.74,Flipkart,grocery,desktop,192.168.238.176,0
TXN0000207,U00799,2025-12-21 04:57:47.121256,13.56,Amazon,utilities,tablet,192.168.28.63,0
TXN0000208,U00312,2025-12-02 10:29:14.121256,92.13,Flipkart,electronics,desktop,192.168.145.40,0
TXN0000209,U00651,2025-12-21 04:25:29.121256,10.41,Amazon,fashion,tablet,192.168.47.86,0
TXN0000210,U00595,2025-12-01 22:17:50.121256,19.03,ElectroShop,entertainment,tablet,192.168.172.21,0
TXN0000211,U00030,2025-11-28 09:16:46.121256,63.66,ElectroShop,entertainment,desktop,192.168.107.213,0
TXN0000212,U00032,2025-12-18 14:54:16.121256,104.19,ElectroShop,fashion,desktop,192.168.125.207,0
TXN0000213,U00075,2025-11-27 08:27:06.121256,89.44,BigMart,utilities,desktop,192.168.237.104,0
TXN0000214,U00148,2025-12-09 14:49:59.121256,30.32,ElectroShop,fashion,desktop,192.168.66.189,0
TXN0000215,U00109,2025-12-09 22:26:42.121256,104.63,BigMart,grocery,desktop,192.168.230.126,0
TXN0000216,U00052,2025-12-08 12:46:10.121256,41.67,LocalStore,utilities,mobile,192.168.81.167,0
TXN0000217,U00739,2025-12-09 14:59:14.121256,36.49,Amazon,utilities,tablet,192.168.239.255,0
TXN0000218,U00510,2025-11-25 13:39:01.121256,109.79,BigMart,entertainment,desktop,192.168.123.110,0
TXN0000219,U00050,2025-11-26 21:31:54.121256,93.9,BigMart,entertainment,tablet,192.168.240.146,0
TXN0000220,U00111,2025-12-15 08:42:55.121256,156.36,Flipkart,fashion,desktop,192.168.187.23,0
TXN0000221,U00584,2025-12-21 17:12:43.121256,90.75,Flipkart,entertainment,desktop,192.168.37.197,0
TXN0000222,U00783,2025-12-21 03:16:40.121256,77.2,LocalStore,entertainment,mobile,192.168.65.49,0
TXN0000223,U00348,2025-12-21 12:34:09.121256,17.87,Amazon,electronics,tablet,192.168.205.20,1
TXN0000224,U00141,2025-12-10 14:40:06.121256,56.67,LocalStore,utilities,mobile,192.168.71.167,0
TXN0000225,U00327,2025-12-02 07:58:35.121256,44.65,LocalStore,fashion,tablet,192.168.172.250,0
TXN0000226,U00307,2025-12-17 11:56:16.121256,22.38,Flipkart,fashion,tablet,192.168.56.213,0
TXN0000227,U00743,2025-11-25 17:41:39.121256,308.98,Flipkart,entertainment,tablet,192.168.116.26,0
TXN0000228,U00175,2025-12-19 21:25:22.121256,59.95,Amazon,electronics,mobile,192.168.56.97,1
TXN0000229,U00322,2025-12-14 18:33:44.121256,183.08,BigMart,electronics,desktop,192.168.241.31,0
TXN0000230,U00532,2025-12-04 12:13:07.121256,89.79,ElectroShop,utilities,tablet,192.168.192.160,0
TXN0000231,U00471,2025-12-20 07:47:09.121256,136.71,LocalStore,fashion,tablet,192.168.135.247,0
TXN0000232,U00253,2025-12-07 23:42:50.121256,65.87,Amazon,fashion,desktop,192.168.106.250,0
TXN0000233,U00358,2025-12-21 15:39:48.121256,78.81,Flipkart,grocery,tablet,192.168.194.202,0
TXN0000234,U00792,2025-12-01 13:18:18.121256,64.26,Walmart,fashion,tablet,192.168.40.177,0
TXN0000235,U00672,2025-12-06 21:25:36.121256,37.38,Amazon,electronics,tablet,192.168.138.139,0
TXN0000236,U00631,2025-12-22 22:21:18.121256,107.54,Amazon,grocery,tablet,192.168.115.119,0
TXN0000237,U00424,2025-12-10 11:28:04.121256,46.37,Walmart,electronics,mobile,192.168.80.208,0
TXN0000238,U00488,2025-12-17 14:54:57.121256,6.97,Flipkart,fashion,desktop,192.168.30.45,0
TXN0000239,U00238,2025-12-20 10:08:44.121256,82.96,Amazon,utilities,mobile,192.168.18.203,0
TXN0000240,U00191,2025-12-08 11:54:05.121256,15.59,Walmart,fashion,tablet,192.168.54.171,0
TXN0000241,U00657,2025-12-20 19:38:20.121256,245.69,Amazon,entertainment,desktop,192.168.139.98,0
TXN0000242,U00339,2025-12-02 07:58:03.121256,266.2,ElectroShop,fashion,tablet,192.168.95.7,0
TXN0000243,U00303,2025-12-22 00:09:40.121256,202.08,Amazon,entertainment,tablet,192.168.207.218,0
TXN0000244,U00089,2025-12-13 21:39:09.121256,36.98,Amazon,electronics,desktop,192.168.165.127,1
TXN0000245,U00393,2025-12-05 21:03:00.121256,21.25,Flipkart,fashion,desktop,192.168.5.133,0
TXN0000246,U00710,2025-12-05 21:57:37.121256,210.84,ElectroShop,grocery,desktop,192.168.157.81,0
TXN0000247,U00515,2025-12-09 12:57:49.121256,44.72,ElectroShop,fashion,desktop,192.168.113.112,0
TXN0000248,U00490,2025-12-01 21:07:19.121256,292.07,ElectroShop,entertainment,desktop,192.168.212.241,0
TXN0000249,U00681,2025-12-05 01:06:57.121256,270.1,ElectroShop,entertainment,mobile,192.168.228.185,1
TXN0000250,U00578,2025-11-29 21:22:50.121256,153.39,LocalStore,entertainment,mobile,192.168.76.84,0
TXN0000251,U00533,2025-12-15 21:25:46.121256,27.9,ElectroShop,electronics,tablet,192.168.250.46,0
TXN0000252,U00457,2025-11-27 03:28:06.121256,58.9,Amazon,entertainment,desktop,192.168.233.29,0
TXN0000253,U00689,2025-12-09 09:41:29.121256,152.38,BigMart,fashion,mobile,192.168.111.37,1
